Date,Name,Subscribed,Played
2020-11-29 01:08:39.322720,The Dave Ramsey Show,376102,27849222
2020-11-29 01:08:40.130260,Tenfold More Wicked,866,1667
2020-11-29 01:08:41.007988,The Michelle Obama Podcast,29257,53171
2020-11-29 01:08:42.189354,Mark Levin Podcast,65060,2566343
2020-11-29 01:08:43.124639,Hidden Brain,922459,10482636
2020-11-29 01:08:44.141267,2 Bears 1 Cave with Tom Segura & Bert Kreischer,47215,1762093
2020-11-29 01:08:45.268096,The Rush Limbaugh Show,6963,273286
2020-11-29 01:08:46.164232,Anatomy of Murder,12053,83923
2020-11-29 01:08:47.148656,The NPR Politics Podcast,340475,7458405
2020-11-29 01:08:48.094585,The Candace Owens Show,14135,277963
2020-11-29 01:08:48.988922,Wait Wait... Don't Tell Me!,504188,5192102
2020-11-29 01:08:49.933809,Sway,5810,46067
2020-11-29 01:08:51.015877,Radiolab,856053,7692487
2020-11-29 01:08:51.947501,How I Built This with Guy Raz,554729,7678155
2020-11-29 01:08:52.942462,Bannon's War Room,3506,347339
2020-11-29 01:08:53.833652,Serial,1491964,9279318
2020-11-29 01:08:54.848254,In the Red Clay,6882,75714
2020-11-29 01:08:55.812418,Monday Morning Podcast,463083,8538066
2020-11-29 01:08:56.892800,The Glenn Beck Program,40563,2898494
2020-11-29 01:08:57.877896,The Crown: The Official Podcast,1719,21897
2020-11-30 01:08:02.279686,Bill Gates and Rashida Jones Ask Big Questions,11630,19636
2020-11-30 01:08:03.780815,The Joe Rogan Experience,3189438,151793769
2020-11-30 01:08:04.694056,Crime Junkie,555536,17397541
2020-11-30 01:08:05.872758,The Daily,1107752,51207558
2020-11-30 01:08:06.773659,Do No Harm,13843,54536
2020-11-30 01:08:07.726371,The Dan Bongino Show,68584,4317944
2020-11-30 01:08:08.666195,Real Dictators,6612,62401
2020-11-30 01:08:09.652283,House of Broken Dreams: The Jennifer Kesse Story,2848,16255
2020-11-30 01:08:10.713060,The Ben Shapiro Show,393682,27460057
2020-11-30 01:08:11.658397,Dr. Death Season 2: Dr. Fata,47337,163403
2020-11-30 01:08:12.598875,Morbid: A True Crime Podcast,45835,2269378
2020-11-30 01:08:13.652797,My Favorite Murder with Karen Kilgariff and Georgia Hardstark,781939,26727133
2020-11-30 01:08:14.574451,This American Life,1292986,14026586
2020-11-30 01:08:15.499573,Up First,343561,14967525
2020-11-30 01:08:16.511826,Graham Allen’s Dear America Podcast,4277,161938
2020-11-30 01:08:17.505299,Dateline NBC,155869,9358325
2020-11-30 01:08:18.486008,Armchair Expert with Dax Shepard,539563,14667829
2020-11-30 01:08:19.455723,Unlocking Us with Brené Brown,89530,1201029
2020-11-30 01:08:20.384414,Pod Save America,331325,10490161
2020-11-30 01:08:21.395037,You're Wrong About,24506,673037
2020-11-30 01:08:22.371146,SmartLess,26571,294620
2020-11-30 01:08:23.293953,Stuff You Should Know,1821027,42756512
2020-11-30 01:08:24.246871,The Charlie Kirk Show,13329,673264
2020-11-30 01:08:25.178964,Call Her Daddy,216662,4961896
2020-11-30 01:08:26.185199,Unashamed with Phil & Jase Robertson,14031,577056
2020-11-30 01:08:26.945146,That's Messed Up: An SVU Podcast,632,493
2020-11-30 01:08:28.129866,Louder Than A Riot,1853,12620
2020-11-30 01:08:29.100612,The Megyn Kelly Show,13632,122676
2020-11-30 01:08:30.183557,Fresh Air,361555,9025980
2020-11-30 01:08:31.085526,Dead and Gone,10662,60193
2020-11-30 01:08:32.130536,Pardon My Take,159285,3813330
2020-11-30 01:08:33.112088,Consider This from NPR,22860,860957
2020-11-30 01:08:34.085314,The Daily Show With Trevor Noah: Ears Edition,176301,9598004
2020-11-30 01:08:34.974911,CHARLI AND DIXIE: 2 CHIX,15165,32693
2020-11-30 01:08:36.020082,The Bill Simmons Podcast,144079,5009670
2020-11-30 01:08:37.056996,Tom Brown's Body,6623,48849
2020-11-30 01:08:37.997104,Conan O’Brien Needs A Friend,202276,6895275
2020-11-30 01:08:39.053791,Dr. Death,441648,5623463
2020-11-30 01:08:39.996957,California City,1200,19102
2020-11-30 01:08:40.962644,Office Ladies,150144,3478763
2020-11-30 01:08:41.919309,The Dave Ramsey Show,376123,27865853
2020-11-30 01:08:42.653849,Tenfold More Wicked,991,1935
2020-11-30 01:08:43.534758,The Michelle Obama Podcast,29665,53822
2020-11-30 01:08:44.646146,Mark Levin Podcast,65138,2567815
2020-11-30 01:08:45.621861,Hidden Brain,922471,10487963
2020-11-30 01:08:46.622618,2 Bears 1 Cave with Tom Segura & Bert Kreischer,47215,1762093
2020-11-30 01:08:47.816385,The Rush Limbaugh Show,6976,274249
2020-11-30 01:08:48.721706,Anatomy of Murder,12110,84813
2020-11-30 01:08:49.681849,The NPR Politics Podcast,340489,7461478
2020-11-30 01:08:50.649556,The Candace Owens Show,14175,280123
2020-11-30 01:08:51.693406,Wait Wait... Don't Tell Me!,504216,5198168
2020-11-30 01:08:52.629288,Sway,5818,46263
2020-11-30 01:08:53.746108,Radiolab,856049,7695949
2020-11-30 01:08:54.693112,How I Built This with Guy Raz,554729,7678155
2020-11-30 01:08:55.632264,Bannon's War Room,3533,348547
2020-11-30 01:08:56.579254,Serial,1491962,9282923
2020-11-30 01:08:57.606412,In the Red Clay,6897,76103
2020-11-30 01:08:58.662095,Monday Morning Podcast,463095,8544688
2020-11-30 01:08:59.858235,The Glenn Beck Program,40566,2899743
2020-11-30 01:09:00.782995,The Crown: The Official Podcast,1780,22372
